Location/Emplacement,Province/Province,Year/Année,Quarter/Trimestre,TLD Monitor Air Kerma/Contrôle kerma de l'air (µGy),TLD Transit Out Air Kerma/Transport dehors kerma de l'air (µGy),TLD Transit Back Air Kerma/Transport de retour kerma de l'air (µGy),OSL Monitor Air Kerma/Contrôle kerma de l'air (µGy),OSL Transit Out Air Kerma/Transport dehors kerma de l'air (µGy),OSL Transit Back Air Kerma/Transport de retour kerma de l'air (µGy),Uncorrected TLD Monitor Air Kerma / Contrôle kerma de l'air non corrigée (µGy),Uncorrected TLD Transit Out Air Kerma / Transport dehors kerma de l'air non corrigée (µGy),Uncorrected TLD Transit Back Air Kerma / Transport de retour kerma de l'air non corrigée (µGy),Station ID/ID de la station
Whitehorse,YT,2012,3,309.029,77.202,99.167,289.22,96.407,96.407,203.641,50.874,65.348,WE2
Whitehorse,YT,2012,4,318.29,99.167,95.855,262.927,96.407,96.407,209.744,65.348,63.166,WE2
Whitehorse,YT,2013,1,278.757,95.855,108.8,254.163,96.407,105.171,183.693,63.166,71.696,WE2
Whitehorse,YT,2013,2,265.349,108.8,83.811,245.399,105.171,87.642,174.858,71.696,55.229,WE2
Whitehorse,YT,2013,3,346.392,83.811,117.485,315.513,87.642,131.464,228.263,55.229,77.42,WE2
Whitehorse,YT,2013,4,342.292,117.485,166.253,359.334,131.464,157.756,225.561,77.42,109.556,WE2
Whitehorse,YT,2014,1,309.469,166.253,93.815,341.805,157.756,113.935,203.932,109.556,61.822,WE2
Whitehorse,YT,2014,2,241.088,93.815,102.78,271.691,113.935,131.464,158.87,61.822,67.729,WE2
Whitehorse,YT,2014,3,218.329,102.78,60.713,245.399,131.464,,143.872,67.729,40.008,WE2
Whitehorse,YT,2014,4,291.61,60.713,106.52,280.456,78.878,105.171,192.163,40.008,70.194,WE2
Whitehorse,YT,2015,1,,,,324.277,105.171,175.285,,,,WE2
Whitehorse,YT,2015,2,,,,350.57,175.285,,,,,WE2
Winnipeg,MB,2008,1,217.206,104.383,79.613,,,,143.133,68.785,52.463,WG2
Winnipeg,MB,2008,2,186.799,79.613,98.098,,,,123.095,52.463,64.644,WG2
Winnipeg,MB,2008,3,200.054,98.098,86.473,,,,131.83,64.644,56.984,WG2
Winnipeg,MB,2008,4,202.21,86.473,72.797,,,,133.251,56.984,47.971,WG2
Winnipeg,MB,2009,1,231.24,72.797,91.085,,,,152.381,47.971,60.023,WG2
Winnipeg,MB,2009,2,218.583,91.085,100.287,,,,144.04,60.023,66.087,WG2
Winnipeg,MB,2009,3,194.1,100.287,80.743,,,,127.906,66.087,53.207,WG2
Winnipeg,MB,2009,4,238.686,80.743,114.165,,,,157.287,53.207,75.232,WG2
Winnipeg,MB,2010,1,236.429,114.165,88.924,,,,155.8,75.232,58.598,WG2
Winnipeg,MB,2010,2,209.244,88.924,116.669,,,,137.886,58.598,76.881,WG2
Winnipeg,MB,2010,3,222.138,116.669,110.905,245.399,140.228,105.171,146.382,76.881,73.083,WG2
Winnipeg,MB,2010,4,227.216,110.905,92.191,236.635,105.171,87.642,149.729,73.083,60.751,WG2
Winnipeg,MB,2011,1,201.285,92.191,93.956,192.813,87.642,78.878,132.641,60.751,61.914,WG2
Winnipeg,MB,2011,2,228.065,93.956,110.029,227.87,78.878,122.699,150.289,61.914,72.506,WG2
Winnipeg,MB,2011,3,238.129,110.029,117.752,245.399,122.699,113.935,156.92,72.506,77.595,WG2
Winnipeg,MB,2011,4,237.702,117.752,101.587,227.87,113.935,113.935,156.639,77.595,66.943,WG2
Winnipeg,MB,2012,1,212.588,101.587,92.196,227.87,113.935,96.407,140.089,66.943,60.755,WG2
Winnipeg,MB,2012,2,192.585,92.196,73.851,219.106,96.407,96.407,126.908,60.755,48.666,WG2
Winnipeg,MB,2012,3,187.399,73.851,81.699,201.578,96.407,87.642,123.491,48.666,53.837,WG2
Winnipeg,MB,2012,4,209.647,81.699,71.645,192.813,87.642,113.935,138.151,53.837,47.212,WG2
Winnipeg,MB,2013,1,209.682,71.645,94.816,227.87,113.935,105.171,138.174,47.212,62.481,WG2
Winnipeg,MB,2013,2,196.527,94.816,82.344,157.756,105.171,61.35,129.506,62.481,54.262,WG2
Winnipeg,MB,2013,3,206.898,82.344,93.984,236.635,61.35,131.464,136.34,54.262,61.933,WG2
Winnipeg,MB,2013,4,220.276,93.984,99.47,236.635,131.464,105.171,145.156,61.933,65.548,WG2
Winnipeg,MB,2014,1,219.779,99.47,69.931,219.106,105.171,70.114,144.828,65.548,46.083,WG2
Winnipeg,MB,2014,2,146.675,69.931,81.257,184.049,70.114,105.171,96.654,46.083,53.546,WG2
Winnipeg,MB,2014,3,131.807,81.257,47.854,175.285,105.171,70.114,86.857,53.546,31.535,WG2
Winnipeg,MB,2014,4,205.633,47.854,95.747,201.578,70.114,87.642,135.506,31.535,63.095,WG2
Winnipeg,MB,2015,1,,,,245.399,87.642,157.756,,,,WG2
Winnipeg,MB,2015,2,,,,210.342,157.756,,,,,WG2
Yellowknife,NT,2008,1,233.95,108.934,88.765,,,,154.166,71.785,58.494,YE2
Yellowknife,NT,2008,2,273.118,88.765,94.751,,,,179.977,58.494,62.438,YE2
Yellowknife,NT,2008,3,378.937,94.751,175.438,,,,249.709,62.438,115.609,YE2
Yellowknife,NT,2008,4,350.769,175.438,197.444,,,,231.147,115.609,130.11,YE2
Yellowknife,NT,2009,1,318.305,197.444,142.081,,,,209.754,130.11,93.628,YE2
Yellowknife,NT,2009,2,279.023,142.081,122.925,,,,183.868,93.628,81.004,YE2
Yellowknife,NT,2009,3,307.93,122.925,104.086,,,,202.917,81.004,68.589,YE2
Yellowknife,NT,2009,4,313.736,104.086,122.891,,,,206.743,68.589,80.982,YE2
Yellowknife,NT,2010,1,304.282,122.891,125.614,,,,200.513,80.982,82.776,YE2
Yellowknife,NT,2010,2,309.563,125.614,180.223,,,,203.993,82.776,118.762,YE2
Yellowknife,NT,2010,3,308.945,180.223,115.565,324.277,175.285,131.464,203.586,118.762,76.154,YE2
Yellowknife,NT,2010,4,337.369,115.565,120.864,227.87,131.464,105.171,222.317,76.154,79.646,YE2
Yellowknife,NT,2011,1,267.563,120.864,123.951,245.399,105.171,105.171,176.317,79.646,81.68,YE2
Yellowknife,NT,2011,2,,,,420.684,105.171,,,,,YE2
Yellowknife,NT,2011,3,,,,,,122.699,,,,YE2
Yellowknife,NT,2011,4,330.922,105.611,120.246,306.748,122.699,113.935,218.068,69.595,79.239,YE2
Yellowknife,NT,2012,1,251.938,120.246,528.328,262.927,113.935,429.448,166.02,79.239,348.153,YE2
Yellowknife,NT,2012,2,546.237,528.328,94.506,517.09,429.448,105.171,359.955,348.153,62.277,YE2
Yellowknife,NT,2012,3,,,,,105.171,,,,,YE2
Yellowknife,NT,2012,4,314.924,,102.803,280.456,,113.935,207.526,,67.744,YE2
Yellowknife,NT,2013,1,269.016,102.803,110.972,245.399,113.935,131.464,177.274,67.744,73.128,YE2
Yellowknife,NT,2013,2,260.04,110.972,77.611,254.163,131.464,87.642,171.359,73.128,51.143,YE2
Yellowknife,NT,2013,3,290.961,77.611,98.635,333.041,87.642,96.407,191.735,51.143,64.998,YE2
Yellowknife,NT,2013,4,300.233,98.635,129.5,324.277,96.407,105.171,197.845,64.998,85.337,YE2
Yellowknife,NT,2014,1,298.436,129.5,109.275,280.456,105.171,96.407,196.661,85.337,72.009,YE2
Yellowknife,NT,2014,2,217.145,109.275,87.691,271.691,96.407,105.171,143.093,72.009,57.786,YE2
Yellowknife,NT,2014,3,,,,306.748,105.171,131.464,,,,YE2
Yellowknife,NT,2014,4,300.856,120.743,98.973,262.927,131.464,96.407,198.256,79.566,65.221,YE2
Yellowknife,NT,2015,1,,,,297.984,96.407,166.521,,,,YE2
Yellowknife,NT,2015,2,,,,271.691,166.521,,,,,YE2
